userId,movieId,score
122,511,5.0
122,191,5.0
122,175,5.0
122,464,5.0
122,46,5.0
194,520,5.0
194,56,5.0
194,523,5.0
194,12,5.0
194,127,5.0
194,192,5.0
194,64,5.0
194,28,5.0
194,22,5.0
194,467,5.0
291,144,5.0
291,686,5.0
291,15,5.0
291,428,5.0
291,7,5.0
291,226,5.0
291,466,5.0
291,741,5.0
291,460,5.0
291,53,5.0
234,705,5.0
234,134,5.0
234,519,5.0
234,1463,5.0
234,8,5.0
234,604,5.0
234,170,5.0
234,91,5.0
234,481,5.0
234,484,5.0
119,1153,5.0
119,237,5.0
119,222,5.0
119,382,5.0
119,718,5.0
119,213,5.0
119,313,5.0
119,716,5.0
119,1101,5.0
119,154,5.0
167,1306,5.0
167,1126,5.0
167,133,5.0
167,381,5.0
167,318,5.0
167,96,5.0
167,478,5.0
167,435,5.0
167,521,5.0
167,8,5.0
299,127,5.0
299,216,5.0
299,462,5.0
299,285,5.0
299,150,5.0
299,173,5.0
299,433,5.0
299,543,5.0
299,59,5.0
299,175,5.0
308,81,5.0
308,187,5.0
308,298,5.0
308,4,5.0
308,502,5.0
308,511,5.0
308,192,5.0
308,433,5.0
308,705,5.0
308,12,5.0
95,1,5.0
95,174,5.0
95,173,5.0
95,471,5.0
95,14,5.0
95,83,5.0
95,204,5.0
95,660,5.0
95,64,5.0
95,404,5.0
38,95,5.0
38,153,5.0
38,161,5.0
38,679,5.0
38,465,5.0
38,216,5.0
38,1030,5.0
38,384,5.0
38,423,5.0
38,392,5.0
102,195,4.0
102,307,4.0
102,89,4.0
102,202,4.0
102,186,4.0
102,183,4.0
102,98,4.0
102,208,4.0
102,510,4.0
102,50,4.0
63,100,5.0
63,1007,5.0
63,301,5.0
63,250,5.0
63,116,5.0
63,1137,5.0
63,813,5.0
63,277,4.0
63,50,4.0
63,150,4.0
160,234,5.0
160,174,5.0
160,160,5.0
160,430,5.0
160,56,5.0
160,187,5.0
160,93,5.0
160,1019,5.0
160,484,5.0
160,32,5.0
50,253,5.0
50,475,5.0
50,1084,5.0
50,508,5.0
50,319,5.0
50,324,5.0
50,1008,5.0
50,1010,5.0
50,9,4.0
50,123,4.0
301,79,5.0
301,202,5.0
301,174,5.0
301,496,5.0
301,172,5.0
301,384,5.0
301,95,5.0
301,651,5.0
301,182,5.0
301,215,5.0
225,237,5.0
225,480,5.0
225,136,5.0
225,172,5.0
225,418,5.0
225,22,5.0
225,1203,5.0
225,427,5.0
225,604,5.0
225,606,5.0
290,143,5.0
290,50,5.0
290,71,5.0
290,158,5.0
290,423,5.0
290,432,5.0
290,22,5.0
290,172,5.0
290,210,5.0
290,483,5.0
97,228,5.0
97,222,5.0
97,670,5.0
97,89,5.0
97,482,5.0
97,50,5.0
97,115,5.0
97,7,5.0
97,28,5.0
97,655,5.0
157,150,5.0
157,127,5.0
157,273,5.0
157,137,5.0
157,1,5.0
157,1302,5.0
157,293,5.0
157,147,5.0
157,1258,5.0
157,268,5.0
181,25,5.0
181,237,5.0
181,220,4.0
181,121,4.0
181,405,4.0
181,7,4.0
181,742,4.0
181,682,4.0
181,9,4.0
181,288,4.0
278,603,5.0
278,525,5.0
278,22,5.0
278,269,5.0
278,173,5.0
278,306,5.0
278,286,5.0
278,313,5.0
278,752,5.0
278,288,5.0
276,64,5.0
276,181,5.0
276,419,5.0
276,474,5.0
276,357,5.0
276,157,5.0
276,180,5.0
276,11,5.0
276,429,5.0
276,318,5.0
7,492,5.0
7,661,5.0
7,648,5.0
7,378,5.0
7,200,5.0
7,644,5.0
7,451,5.0
7,81,5.0
7,576,5.0
7,581,5.0
10,611,5.0
10,100,5.0
10,488,5.0
10,285,5.0
10,504,5.0
10,655,5.0
10,124,5.0
10,22,5.0
10,656,5.0
10,200,5.0
284,301,5.0
284,347,5.0
284,272,5.0
284,268,5.0
284,303,5.0
284,315,5.0
284,304,4.0
284,269,4.0
284,305,4.0
284,258,4.0
201,203,5.0
201,313,5.0
201,276,5.0
201,447,5.0
201,324,5.0
201,340,5.0
201,325,5.0
201,56,5.0
201,234,5.0
201,772,5.0
287,327,5.0
287,1,5.0
287,294,5.0
287,249,5.0
287,11,5.0
287,56,5.0
287,1016,5.0
287,218,5.0
287,39,5.0
287,156,5.0
246,201,5.0
246,425,5.0
246,68,5.0
246,109,5.0
246,1101,5.0
246,895,5.0
246,260,5.0
246,151,5.0
246,652,5.0
246,853,5.0
242,1137,5.0
242,934,5.0
242,1152,5.0
242,305,5.0
242,361,5.0
242,1357,5.0
242,306,5.0
242,331,5.0
242,268,5.0
242,740,5.0
249,241,5.0
249,746,5.0
249,11,5.0
249,124,5.0
249,79,5.0
249,22,5.0
249,182,5.0
249,58,5.0
249,431,5.0
249,169,5.0
99,4,5.0
99,1016,5.0
99,50,5.0
99,742,5.0
99,181,5.0
99,410,5.0
99,168,5.0
99,258,5.0
99,11,5.0
99,56,5.0
178,73,5.0
178,121,5.0
178,427,5.0
178,288,5.0
178,275,5.0
178,210,5.0
178,58,5.0
178,520,5.0
178,22,5.0
178,257,5.0
251,1014,5.0
251,144,5.0
251,50,5.0
251,132,5.0
251,183,5.0
251,237,5.0
251,520,5.0
251,612,5.0
251,172,5.0
251,249,5.0
81,282,5.0
81,318,5.0
81,98,5.0
81,591,5.0
81,25,5.0
81,186,5.0
81,475,5.0
81,79,5.0
81,280,4.0
81,169,4.0
260,990,5.0
260,1105,5.0
260,1025,5.0
260,326,5.0
260,362,5.0
260,313,5.0
260,882,5.0
260,891,5.0
260,1243,5.0
260,334,5.0
25,181,5.0
25,25,5.0
25,258,5.0
25,615,5.0
25,478,5.0
25,174,5.0
25,189,5.0
25,50,5.0
25,169,5.0
25,114,5.0
59,196,5.0
59,23,5.0
59,715,5.0
59,92,5.0
59,583,5.0
59,550,5.0
59,215,5.0
59,433,5.0
59,12,5.0
59,287,5.0
72,195,5.0
72,182,5.0
72,427,5.0
72,64,5.0
72,45,5.0
72,12,5.0
72,435,5.0
72,520,5.0
72,423,5.0
72,127,5.0
87,82,5.0
87,210,5.0
87,177,5.0
87,196,5.0
87,211,5.0
87,135,5.0
87,70,5.0
87,1189,5.0
87,209,5.0
87,523,5.0
42,423,5.0
42,96,5.0
42,274,5.0
42,588,5.0
42,195,5.0
42,48,5.0
42,102,5.0
42,210,5.0
42,845,5.0
42,357,5.0
292,174,5.0
292,11,5.0
292,661,5.0
292,195,5.0
292,276,5.0
292,183,5.0
292,10,5.0
292,176,5.0
292,488,5.0
292,100,5.0
20,87,5.0
20,148,5.0
20,496,5.0
20,22,5.0
20,118,4.0
20,678,4.0
20,742,4.0
20,252,4.0
20,568,4.0
20,588,4.0
13,215,5.0
13,56,5.0
13,823,5.0
13,181,5.0
13,868,5.0
13,121,5.0
13,150,5.0
13,493,5.0
13,848,5.0
13,570,5.0
138,26,5.0
138,523,5.0
138,483,5.0
138,100,5.0
138,98,5.0
138,238,5.0
138,514,5.0
138,519,5.0
138,318,5.0
138,435,5.0
60,427,5.0
60,60,5.0
60,430,5.0
60,208,5.0
60,1021,5.0
60,525,5.0
60,474,5.0
60,178,5.0
60,183,5.0
60,151,5.0
57,304,5.0
57,79,5.0
57,744,5.0
57,282,5.0
57,173,5.0
57,248,5.0
57,100,5.0
57,222,5.0
57,199,5.0
57,64,5.0
223,969,5.0
223,237,5.0
223,216,5.0
223,298,5.0
223,69,5.0
223,22,5.0
223,95,5.0
223,1016,5.0
223,117,5.0
223,71,5.0
189,520,5.0
189,1060,5.0
189,56,5.0
189,20,5.0
189,197,5.0
189,1,5.0
189,462,5.0
189,480,5.0
189,1021,5.0
189,496,5.0
243,221,5.0
243,582,5.0
243,511,5.0
243,317,5.0
243,632,5.0
243,1281,5.0
243,86,5.0
243,191,5.0
243,285,5.0
243,157,5.0
92,121,5.0
92,176,5.0
92,180,5.0
92,313,5.0
92,98,5.0
92,238,5.0
92,640,5.0
92,475,5.0
92,223,5.0
92,518,5.0
241,750,5.0
241,880,5.0
241,288,5.0
241,286,5.0
241,307,4.0
241,292,4.0
241,313,4.0
241,887,4.0
241,310,4.0
241,268,4.0
254,50,5.0
254,174,5.0
254,97,5.0
254,133,5.0
254,313,5.0
254,8,5.0
254,423,5.0
254,210,5.0
254,449,5.0
254,181,5.0
293,135,5.0
293,496,5.0
293,484,5.0
293,705,5.0
293,654,5.0
293,157,5.0
293,647,5.0
293,172,5.0
293,134,5.0
293,474,5.0
127,229,5.0
127,380,5.0
127,300,5.0
127,243,5.0
127,748,5.0
127,288,5.0
127,450,5.0
127,222,5.0
127,62,5.0
127,271,5.0
222,750,5.0
222,173,5.0
222,53,5.0
222,22,5.0
222,135,5.0
222,172,5.0
222,69,5.0
222,96,5.0
222,7,5.0
222,125,5.0
267,518,5.0
267,114,5.0
267,654,5.0
267,50,5.0
267,484,5.0
267,187,5.0
267,464,5.0
267,7,5.0
267,1073,5.0
267,250,5.0
11,723,5.0
11,741,5.0
11,429,5.0
11,268,5.0
11,9,5.0
11,277,5.0
11,713,5.0
11,750,5.0
11,423,5.0
11,749,5.0
8,22,5.0
8,50,5.0
8,182,5.0
8,172,5.0
8,511,5.0
8,144,5.0
8,56,5.0
8,183,5.0
8,258,5.0
8,127,5.0
162,1047,5.0
162,50,5.0
162,508,5.0
162,25,4.0
162,1019,4.0
162,181,4.0
162,742,4.0
162,121,4.0
162,298,4.0
162,222,4.0
279,154,5.0
279,741,5.0
279,168,5.0
279,746,5.0
279,491,5.0
279,163,5.0
279,363,5.0
279,1413,5.0
279,1500,5.0
279,408,5.0
145,237,5.0
145,56,5.0
145,22,5.0
145,1245,5.0
145,448,5.0
145,393,5.0
145,183,5.0
145,13,5.0
145,50,5.0
145,172,5.0
28,98,5.0
28,7,5.0
28,480,5.0
28,100,5.0
28,174,5.0
28,228,5.0
28,222,5.0
28,223,5.0
28,436,5.0
28,258,5.0
135,98,5.0
135,23,4.0
135,294,4.0
135,176,4.0
135,77,4.0
135,228,4.0
135,642,4.0
135,443,4.0
135,603,4.0
135,185,4.0
32,475,5.0
32,298,5.0
32,268,5.0
32,1012,4.0
32,249,4.0
32,276,4.0
32,250,4.0
32,246,4.0
32,257,4.0
32,508,4.0
90,382,5.0
90,98,5.0
90,1198,5.0
90,25,5.0
90,506,5.0
90,923,5.0
90,12,5.0
90,945,5.0
90,499,5.0
90,507,5.0
216,55,5.0
216,174,5.0
216,196,5.0
216,69,5.0
216,12,5.0
216,298,5.0
216,651,5.0
216,7,5.0
216,4,5.0
216,421,5.0
250,596,5.0
250,200,5.0
250,64,5.0
250,480,5.0
250,92,5.0
250,71,5.0
250,969,5.0
250,813,5.0
250,1137,5.0
250,474,5.0
271,132,5.0
271,187,5.0
271,482,5.0
271,211,5.0
271,22,5.0
271,50,5.0
271,191,5.0
271,172,5.0
271,180,5.0
271,200,5.0
265,742,5.0
265,300,5.0
265,591,5.0
265,237,5.0
265,298,5.0
265,117,5.0
265,748,5.0
265,100,5.0
265,282,5.0
265,273,5.0
198,135,5.0
198,357,5.0
198,188,5.0
198,654,5.0
198,183,5.0
198,174,5.0
198,979,5.0
198,1142,5.0
198,101,5.0
198,56,5.0
168,151,5.0
168,866,5.0
168,1197,5.0
168,1016,5.0
168,25,5.0
168,117,5.0
168,257,5.0
168,282,5.0
168,222,5.0
168,15,5.0
110,313,5.0
110,161,5.0
110,307,4.0
110,682,4.0
110,79,4.0
110,188,4.0
110,82,4.0
110,22,4.0
110,77,4.0
110,28,4.0
58,173,5.0
58,709,5.0
58,100,5.0
58,268,5.0
58,272,5.0
58,45,5.0
58,475,5.0
58,1097,5.0
58,850,5.0
58,156,5.0
237,528,5.0
237,100,5.0
237,1192,5.0
237,183,5.0
237,479,5.0
237,513,5.0
237,603,5.0
237,408,5.0
237,169,5.0
237,127,5.0
94,651,5.0
94,211,5.0
94,58,5.0
94,168,5.0
94,347,5.0
94,9,5.0
94,157,5.0
94,45,5.0
94,180,5.0
94,185,5.0
128,603,5.0
128,736,5.0
128,143,5.0
128,283,5.0
128,83,5.0
128,216,5.0
128,64,5.0
128,427,5.0
128,378,5.0
128,588,5.0
44,195,5.0
44,660,5.0
44,449,5.0
44,443,5.0
44,250,5.0
44,530,5.0
44,174,5.0
44,228,5.0
44,168,5.0
44,9,5.0
264,200,5.0
264,721,5.0
264,504,5.0
264,475,5.0
264,401,5.0
264,1069,5.0
264,659,5.0
264,516,5.0
264,558,5.0
264,208,5.0
41,474,5.0
41,175,5.0
41,516,5.0
41,430,5.0
41,168,5.0
41,238,5.0
41,180,5.0
41,50,5.0
41,28,4.0
41,486,4.0
82,64,5.0
82,481,5.0
82,174,5.0
82,588,5.0
82,168,5.0
82,430,5.0
82,523,5.0
82,100,5.0
82,50,5.0
82,483,5.0
262,64,5.0
262,318,5.0
262,709,5.0
262,131,5.0
262,486,5.0
262,1014,5.0
262,699,5.0
262,1147,4.0
262,553,4.0
262,179,4.0
174,315,5.0
174,937,5.0
174,660,5.0
174,402,5.0
174,160,5.0
174,471,5.0
174,699,5.0
174,107,5.0
174,117,5.0
174,255,5.0
43,64,5.0
43,284,5.0
43,26,5.0
43,114,5.0
43,498,5.0
43,15,5.0
43,382,5.0
43,216,5.0
43,300,5.0
43,318,5.0
84,12,5.0
84,528,5.0
84,529,5.0
84,289,5.0
84,265,5.0
84,64,5.0
84,194,5.0
84,543,5.0
84,87,5.0
84,286,5.0
269,522,5.0
269,246,5.0
269,285,5.0
269,156,5.0
269,961,5.0
269,640,5.0
269,922,5.0
269,340,5.0
269,131,5.0
269,529,5.0
259,12,5.0
259,180,5.0
259,313,5.0
259,357,5.0
259,317,5.0
259,1135,5.0
259,475,5.0
259,154,5.0
259,168,5.0
259,117,4.0
85,187,5.0
85,517,5.0
85,709,5.0
85,203,5.0
85,124,5.0
85,199,5.0
85,514,5.0
85,211,5.0
85,464,5.0
85,127,5.0
213,273,5.0
213,172,5.0
213,173,5.0
213,12,5.0
213,48,5.0
213,144,5.0
213,50,5.0
213,79,5.0
213,715,5.0
213,151,5.0
121,14,5.0
121,509,5.0
121,86,5.0
121,9,5.0
121,98,5.0
121,137,5.0
121,428,5.0
121,57,5.0
121,181,5.0
121,124,5.0
49,47,5.0
49,547,5.0
49,168,5.0
49,56,5.0
49,151,5.0
49,657,5.0
49,175,5.0
49,185,5.0
49,179,5.0
49,91,5.0
155,306,5.0
155,321,4.0
155,286,4.0
155,294,3.0
155,319,3.0
155,292,3.0
155,990,3.0
155,288,3.0
155,331,3.0
155,872,3.0
68,237,5.0
68,178,5.0
68,50,5.0
68,258,5.0
68,286,5.0
68,475,5.0
68,275,5.0
68,276,5.0
68,181,5.0
68,117,4.0
172,183,5.0
172,177,4.0
172,220,4.0
172,580,4.0
172,582,4.0
172,124,4.0
172,463,4.0
172,642,4.0
172,428,4.0
172,462,3.0
19,435,5.0
19,8,5.0
19,4,4.0
19,153,4.0
19,310,4.0
19,258,4.0
19,319,4.0
19,887,4.0
19,211,4.0
19,325,4.0
268,205,5.0
268,114,5.0
268,483,5.0
268,153,5.0
268,474,5.0
268,169,5.0
268,246,5.0
268,134,5.0
268,302,5.0
268,582,5.0
5,382,5.0
5,436,5.0
5,42,5.0
5,153,5.0
5,109,5.0
5,100,5.0
5,89,5.0
5,433,5.0
5,428,5.0
5,209,5.0
80,466,5.0
80,208,5.0
80,215,5.0
80,100,5.0
80,205,5.0
80,86,5.0
80,483,5.0
80,64,5.0
80,886,4.0
80,87,4.0
66,181,5.0
66,471,5.0
66,742,5.0
66,50,5.0
66,300,5.0
66,298,4.0
66,258,4.0
66,249,4.0
66,280,4.0
66,288,4.0
18,408,5.0
18,113,5.0
18,496,5.0
18,699,5.0
18,14,5.0
18,515,5.0
18,286,5.0
18,12,5.0
18,276,5.0
18,136,5.0
26,100,5.0
26,127,5.0
26,302,5.0
26,313,5.0
26,125,4.0
26,15,4.0
26,269,4.0
26,9,4.0
26,300,4.0
26,129,4.0
130,234,5.0
130,267,5.0
130,366,5.0
130,200,5.0
130,410,5.0
130,993,5.0
130,568,5.0
130,56,5.0
130,172,5.0
130,550,5.0
256,781,5.0
256,86,5.0
256,487,5.0
256,25,5.0
256,716,5.0
256,939,5.0
256,692,5.0
256,280,5.0
256,291,5.0
256,278,5.0
1,202,5.0
1,171,5.0
1,253,5.0
1,113,5.0
1,64,5.0
1,228,5.0
1,114,5.0
1,221,5.0
1,60,5.0
1,177,5.0
56,121,5.0
56,449,5.0
56,222,5.0
56,172,5.0
56,215,5.0
56,230,5.0
56,194,5.0
56,174,5.0
56,219,5.0
56,181,5.0
15,754,5.0
15,458,5.0
15,459,5.0
15,308,5.0
15,936,5.0
15,306,5.0
15,269,5.0
15,255,5.0
15,50,5.0
15,181,5.0
207,318,5.0
207,1242,5.0
207,187,5.0
207,153,5.0
207,483,5.0
207,127,5.0
207,357,5.0
207,216,5.0
207,64,5.0
207,316,5.0
232,483,5.0
232,52,5.0
232,91,5.0
232,175,5.0
232,705,5.0
232,638,5.0
232,315,5.0
232,276,5.0
232,81,5.0
232,56,5.0
52,1009,5.0
52,498,5.0
52,657,5.0
52,287,5.0
52,531,5.0
52,15,5.0
52,845,5.0
52,427,5.0
52,22,5.0
52,13,5.0
161,202,5.0
161,276,5.0
161,272,5.0
161,316,5.0
161,315,5.0
161,98,4.0
161,14,4.0
161,186,4.0
161,100,4.0
161,69,4.0
148,408,5.0
148,114,5.0
148,70,5.0
148,172,5.0
148,1149,5.0
148,529,5.0
148,214,5.0
148,596,5.0
148,71,5.0
148,473,5.0
125,163,5.0
125,190,5.0
125,318,5.0
125,134,5.0
125,239,5.0
125,173,5.0
125,22,5.0
125,143,5.0
125,945,5.0
125,511,5.0
83,281,5.0
83,210,5.0
83,82,5.0
83,265,5.0
83,125,5.0
83,22,5.0
83,663,5.0
83,117,5.0
83,255,5.0
83,405,5.0
272,178,5.0
272,12,5.0
272,1101,5.0
272,127,5.0
272,474,5.0
272,22,5.0
272,357,5.0
272,483,5.0
272,521,5.0
272,469,5.0
151,10,5.0
151,197,5.0
151,835,5.0
151,12,5.0
151,919,5.0
151,485,5.0
151,372,5.0
151,317,5.0
151,89,5.0
151,387,5.0
54,742,5.0
54,676,5.0
54,268,5.0
54,276,5.0
54,327,5.0
54,333,5.0
54,147,5.0
54,748,5.0
54,741,5.0
54,871,5.0
16,64,5.0
16,705,5.0
16,197,5.0
16,55,5.0
16,194,5.0
16,8,5.0
16,178,5.0
16,209,5.0
16,56,5.0
16,191,5.0
91,423,5.0
91,195,5.0
91,331,5.0
91,265,5.0
91,689,5.0
91,82,5.0
91,181,5.0
91,174,5.0
91,234,5.0
91,318,5.0
294,271,5.0
294,127,5.0
294,288,5.0
294,250,5.0
294,603,5.0
294,248,5.0
294,475,5.0
294,347,5.0
294,298,5.0
294,269,5.0
229,302,5.0
229,311,5.0
229,344,5.0
229,898,5.0
229,286,4.0
229,349,4.0
229,340,4.0
229,269,4.0
229,288,4.0
229,896,4.0
36,339,5.0
36,883,5.0
36,882,5.0
36,885,5.0
36,358,5.0
36,1026,5.0
36,878,5.0
36,261,5.0
36,748,4.0
36,307,4.0
70,419,5.0
70,423,5.0
70,228,5.0
70,298,5.0
70,588,5.0
70,511,5.0
70,483,5.0
70,174,5.0
70,143,5.0
70,172,5.0
14,213,5.0
14,174,5.0
14,709,5.0
14,530,5.0
14,56,5.0
14,792,5.0
14,175,5.0
14,100,5.0
14,519,5.0
14,151,5.0
295,218,5.0
295,961,5.0
295,704,5.0
295,47,5.0
295,483,5.0
295,727,5.0
295,173,5.0
295,405,5.0
295,966,5.0
295,493,5.0
233,202,5.0
233,357,5.0
233,958,5.0
233,48,5.0
233,174,5.0
233,57,5.0
233,98,5.0
233,644,5.0
233,212,5.0
233,492,5.0
214,42,5.0
214,151,5.0
214,179,5.0
214,1065,5.0
214,208,5.0
214,285,5.0
214,7,5.0
214,56,5.0
214,236,5.0
214,327,5.0
192,1405,5.0
192,302,5.0
192,258,5.0
192,284,5.0
192,100,5.0
192,9,5.0
192,1061,4.0
192,1160,4.0
192,127,4.0
192,301,4.0
100,316,5.0
100,313,5.0
100,315,5.0
100,344,4.0
100,355,4.0
100,750,4.0
100,302,4.0
100,691,4.0
100,752,4.0
100,879,4.0
307,89,5.0
307,173,5.0
307,258,5.0
307,71,5.0
307,313,5.0
307,229,5.0
307,527,5.0
307,169,5.0
307,463,5.0
307,154,5.0
297,57,5.0
297,275,5.0
297,286,5.0
297,223,5.0
297,86,5.0
297,12,5.0
297,515,5.0
297,97,5.0
297,475,5.0
297,98,5.0
193,485,5.0
193,127,5.0
193,100,5.0
193,199,5.0
193,69,5.0
193,487,5.0
193,282,5.0
193,941,4.0
193,407,4.0
193,1078,4.0
113,595,5.0
113,126,5.0
113,326,5.0
113,327,5.0
113,976,5.0
113,246,5.0
113,328,5.0
113,303,5.0
113,50,5.0
113,255,5.0
275,98,4.0
275,265,4.0
275,520,4.0
275,176,4.0
275,523,4.0
275,191,4.0
275,423,4.0
275,300,4.0
275,222,4.0
275,28,4.0
219,179,5.0
219,132,5.0
219,114,5.0
219,215,5.0
219,269,5.0
219,382,5.0
219,616,5.0
219,855,5.0
219,258,5.0
219,631,5.0
218,209,5.0
218,516,5.0
218,12,5.0
218,1073,5.0
218,183,5.0
218,176,5.0
218,657,5.0
218,98,5.0
218,33,4.0
218,273,4.0
123,135,5.0
123,192,5.0
123,165,5.0
123,285,5.0
123,485,5.0
123,127,5.0
123,511,5.0
123,707,5.0
123,143,5.0
123,9,5.0
158,770,5.0
158,190,5.0
158,483,5.0
158,8,5.0
158,525,5.0
158,100,5.0
158,228,5.0
158,182,5.0
158,62,5.0
158,82,5.0
302,307,4.0
302,301,4.0
302,271,4.0
302,328,3.0
302,258,3.0
302,358,3.0
302,289,3.0
302,333,3.0
302,322,2.0
302,303,2.0
23,258,5.0
23,511,5.0
23,421,5.0
23,380,5.0
23,427,5.0
23,209,5.0
23,98,5.0
23,518,5.0
23,238,5.0
23,512,5.0
296,705,5.0
296,508,5.0
296,20,5.0
296,222,5.0
296,429,5.0
296,855,5.0
296,248,5.0
296,258,5.0
296,48,5.0
296,286,5.0
33,313,5.0
33,328,4.0
33,343,4.0
33,258,4.0
33,292,4.0
33,333,4.0
33,751,4.0
33,682,4.0
33,678,4.0
33,260,4.0
154,175,5.0
154,182,5.0
154,50,5.0
154,480,5.0
154,640,5.0
154,89,5.0
154,135,5.0
154,474,5.0
154,174,5.0
154,197,5.0
77,484,5.0
77,474,5.0
77,195,5.0
77,238,5.0
77,498,5.0
77,431,5.0
77,153,5.0
77,179,5.0
77,174,5.0
77,523,5.0
270,25,5.0
270,98,5.0
270,558,5.0
270,778,5.0
270,736,5.0
270,370,5.0
270,466,5.0
270,781,5.0
270,306,5.0
270,327,5.0
187,64,5.0
187,116,5.0
187,427,5.0
187,792,5.0
187,659,5.0
187,275,5.0
187,191,5.0
187,651,5.0
187,65,5.0
187,216,5.0
170,749,5.0
170,292,5.0
170,245,5.0
170,326,5.0
170,984,5.0
170,322,5.0
170,300,5.0
170,333,4.0
170,304,4.0
170,678,4.0
101,237,5.0
101,405,4.0
101,121,4.0
101,24,4.0
101,284,4.0
101,50,4.0
101,181,4.0
101,924,4.0
101,257,4.0
101,742,4.0
184,321,5.0
184,514,5.0
184,86,5.0
184,100,5.0
184,1137,5.0
184,498,5.0
184,132,5.0
184,275,5.0
184,699,5.0
184,588,5.0
112,289,5.0
112,306,5.0
112,312,5.0
112,316,5.0
112,887,5.0
112,272,5.0
112,346,5.0
112,313,5.0
112,315,5.0
112,331,4.0
133,258,5.0
133,272,5.0
133,271,5.0
133,315,4.0
133,308,4.0
133,749,4.0
133,750,4.0
133,316,4.0
133,269,4.0
133,306,4.0
215,423,5.0
215,151,5.0
215,1039,5.0
215,183,5.0
215,432,5.0
215,434,5.0
215,227,5.0
215,176,5.0
215,480,5.0
215,496,5.0
69,256,5.0
69,268,5.0
69,174,5.0
69,12,5.0
69,56,5.0
69,1017,5.0
69,1134,5.0
69,48,5.0
69,1143,5.0
69,151,5.0
104,269,5.0
104,150,5.0
104,302,5.0
104,181,5.0
104,750,5.0
104,15,5.0
104,50,5.0
104,285,4.0
104,100,4.0
104,283,4.0
240,313,5.0
240,898,5.0
240,301,5.0
240,288,5.0
240,272,5.0
240,269,5.0
240,242,5.0
240,895,5.0
240,286,5.0
240,302,5.0
144,153,5.0
144,313,5.0
144,747,5.0
144,64,5.0
144,880,5.0
144,523,5.0
144,50,5.0
144,22,5.0
144,194,5.0
144,33,5.0
191,313,5.0
191,86,5.0
191,316,5.0
191,315,5.0
191,302,4.0
191,286,4.0
191,301,4.0
191,272,4.0
191,300,4.0
191,900,4.0
61,328,5.0
61,347,5.0
61,300,5.0
61,1127,4.0
61,304,4.0
61,258,4.0
61,310,4.0
61,678,3.0
61,323,3.0
61,333,3.0
142,169,5.0
142,181,5.0
142,333,5.0
142,176,5.0
142,346,5.0
142,514,5.0
142,91,5.0
142,268,5.0
142,134,5.0
142,82,4.0
177,56,5.0
177,89,5.0
177,182,5.0
177,175,5.0
177,179,5.0
177,276,5.0
177,403,5.0
177,100,5.0
177,172,5.0
